t,F,S
0.256,3553.633529147391,0
0.257,3656.26939766518,0
0.258,3603.9294142484564,0
0.259,3682.4847775605654,0
0.26,3515.881014133393,0
0.261,3581.9919843495604,0
0.262,3648.489888200322,0
0.263,3638.449032661474,0
0.264,3720.260130959515,0
0.265,3702.435569418828,0
0.266,3820.034802947528,0
0.267,3807.0335380350994,0
0.268,3763.9496469873643,0
0.269,3735.1562646735697,0
0.27,3784.4535981450576,0
0.271,3774.8294451100073,0
0.272,3850.868646825224,0
0.273,3965.777475266615,0
0.274,3820.3079601121367,0
0.275,3908.812731099784,0
0.276,3985.1275765849205,0
0.277,3939.326725427166,0
0.278,3973.6129006771666,0
0.279,3855.2852307313765,0
0.28,3919.7172886868184,0
0.281,3956.6178401938346,0
0.28200000000000003,3900.319261934114,0
0.28300000000000003,3944.0778930552397,0
0.28400000000000003,4007.2351753482426,0
0.28500000000000003,3935.1562528601335,0
0.28600000000000003,3963.749828317701,0
0.28700000000000003,3917.5367347293472,0
0.28800000000000003,3919.4474719545897,0
0.289,3915.484099297325,0
0.29,3858.45164745363,0
0.291,3831.8066058615436,0
0.292,3931.679621724979,0
0.293,3885.359847640045,0
0.294,3790.523014461865,0
0.295,3931.3879808457796,0
0.296,3803.1312928886573,0
0.297,3812.4127461099883,0
0.298,3750.648815538543,0
0.299,3748.384575042358,0
0.3,3832.6432190275273,0
0.301,3734.1535447908705,0
0.302,3730.7625447219643,0
0.303,3671.9733375596243,0
0.304,3652.918561977954,0
0.305,3672.9987775493255,0
0.306,3544.5535925163304,0
0.307,3643.97585988644,0
0.308,3580.403429737884,0
0.309,3680.5779981315663,0
0.31,3631.9275485380253,0
0.311,3556.6323252740626,0
0.312,3504.9259958231205,0
0.313,3549.6001239508023,0
0.314,3570.7186272315334,0
0.315,3566.1126458567182,0
0.316,3532.11875427969,0
0.317,3576.3391599924685,0
0.318,3590.472017758307,0
0.319,3487.6433766070622,0
0.32,3571.774595138537,0
0.321,3610.933646770152,0
0.322,3562.789292152391,0
0.323,3593.77264715028,0
0.324,3658.523115890683,0
0.325,3636.390752482455,0
0.326,3556.0810136852597,0
0.327,3589.757279926758,0
0.328,3740.9430572549295,0
0.329,3624.456518432238,0
0.33,3686.4814842022624,0
0.331,3708.846153350383,0
0.332,3729.4652873460523,0
0.333,3736.811664949639,0
0.334,3739.1950890266035,0
0.335,3751.842226758732,0
0.336,3803.2049090169894,0
0.337,3766.994093634099,0
0.338,3860.899777155508,0
0.339,3773.4926383535712,0
0.34,3852.5724168418114,0
0.341,3913.2367703926416,0
0.342,3681.4572012807375,0
0.343,3942.020700721177,0
0.34400000000000003,3994.132137914835,0
0.34500000000000003,4000.4802388666067,0
0.34600000000000003,3840.324979506103,0
0.34700000000000003,3990.544904913667,0
0.34800000000000003,3991.449048262878,0
0.34900000000000003,3921.290250060141,0
0.35000000000000003,3899.1271305160362,0
0.35100000000000003,3962.506087442676,0
0.352,3929.150330158056,0
0.353,3930.3639505920983,0
0.354,3921.822798549756,0
0.355,3919.439008631549,0
0.356,3923.214149001987,0
0.357,3937.675145957807,0
0.358,3911.9605897188308,0
0.359,3894.550743208682,0
0.36,3824.605192415799,0
0.361,3809.360391686322,0
0.362,3854.1775497640824,0
0.363,3815.535201671175,0
0.364,3721.7399117193795,0
0.365,3842.7982371090434,0
0.366,3847.2426423872566,0
0.367,3708.0165371084972,0
0.368,3672.492854452311,0
0.369,3671.892856475477,0
0.37,3715.350677769076,0
0.371,3626.113891133089,0
0.372,3607.1086260311367,0
0.373,3747.388451836245,0
0.374,3655.782136064852,0
0.375,3656.8022689491895,0
0.376,3588.695198687002,0
0.377,3686.3377884066417,0
0.378,3576.989196513053,0
0.379,3569.353761041254,0
0.38,3608.07713664185,0
0.381,3575.2003640219477,0
0.382,3490.606034970137,0
0.383,3448.5938937448914,0
0.384,3632.6458910424276,0
0.385,3515.8664284376155,0
0.386,3502.764185961961,0
0.387,3500.5301217602805,0
0.388,3507.051977919189,0
0.389,3561.42862520967,0
0.39,3501.5656166778035,0
0.391,3549.6748501641828,0
0.392,3588.573504729733,0
0.393,3654.76920024138,0
0.394,3644.405874488825,0
0.395,3594.170714408424,0
0.396,3689.595181745377,0
0.397,3696.7743635850347,0
0.398,3785.5715532191693,0
0.399,3658.594748012588,0
0.4,3711.121732105809,0
0.401,3714.8031638706752,0
0.402,3699.949374523588,0
0.403,3765.3574673973,0
0.404,3818.8088887192393,0
0.405,3858.355803024638,0
0.406,3823.6172578110654,0
0.40700000000000003,3909.060217480858,0
0.40800000000000003,3926.4554573448827,0
0.40900000000000003,3958.0423328236216,0
0.41000000000000003,3943.076550554776,0
0.41100000000000003,3830.1025468942316,0
0.41200000000000003,3926.570409702211,0
0.41300000000000003,3866.587559909695,0
0.41400000000000003,3933.886708701956,0
0.41500000000000004,3976.385752094709,0
0.41600000000000004,3953.3604202431434,0
0.417,3918.258625330043,0
0.418,3935.396369051181,0
0.419,3844.345208705333,0
0.42,3869.7748575733026,0
0.421,3954.7139984397004,0
0.422,3902.722494882851,0
0.423,3952.8695100587574,0
0.424,3989.968021850703,0
0.425,3932.2055890343167,0
0.426,3818.899942666562,0
0.427,3849.205255021713,0
0.428,3813.9565771479515,0
0.429,3884.4285317303084,0
0.43,3884.033405601546,0
0.431,3808.012045761656,0
0.432,3818.3303845123482,0
0.433,3774.4039269543377,0
0.434,3693.3264977340305,0
0.435,3750.728077756218,0
0.436,3731.5276327711695,0
0.437,3620.443275102019,0
0.438,3676.3359797028734,0
0.439,3634.215125796807,0
0.44,3631.3604970136525,0
0.441,3591.7909150030714,0
0.442,3637.7548733595672,0
0.443,3583.3101901741625,0
0.444,3557.1232240444124,0
0.445,3543.3677904945707,0
0.446,3425.8610021606232,0
0.447,3537.863677908135,0
0.448,3521.404182757322,0
0.449,3529.751970097129,0
0.45,3644.198024196392,0
0.451,3485.668422625193,0
0.452,3610.7004014395084,0
0.453,3648.971985908894,0
0.454,3619.3335362710645,0
0.455,3591.3742652727865,0
0.456,3515.711507562349,0
0.457,3651.980808632262,0
0.458,3606.1132836877364,0
0.459,3561.5165413547993,0
0.46,3687.032801944607,0
0.461,3591.5067859656237,0
0.462,3647.076166075116,0
0.463,3604.948742484372,0
0.464,3697.034093071955,0
0.465,3773.023968386768,0
0.466,3750.976898712728,0
0.467,3746.211350892265,0
0.468,3662.868409096294,0
0.46900000000000003,3705.95915165051,0
0.47000000000000003,3778.097984591297,0
0.47100000000000003,3801.3183559246086,0
0.47200000000000003,3811.52675792774,0
0.47300000000000003,3893.379278011276,0
0.47400000000000003,3865.0724048515804,0
0.47500000000000003,3881.771612873995,0
0.47600000000000003,3918.2052135143795,0
0.47700000000000004,3883.494550488925,0
0.47800000000000004,3946.3460965571207,0
0.47900000000000004,3874.4628849056016,0
0.48,3897.7001799895083,0
0.481,3965.510505874435,0
0.482,3976.619222678513,0
0.483,3986.8127565615086,0
0.484,3988.7651720374847,0
0.485,3972.3640207400144,0
0.486,3942.316863404861,0
0.487,3948.6103948818322,0
0.488,3955.483435135758,0
0.489,3930.2212266789875,0
0.49,3988.435926577674,0
0.491,3894.730418702536,0
0.492,3843.831520948224,0
0.493,3885.4568664705484,0
0.494,3815.912884797614,0
0.495,3820.8698885844506,0
0.496,3870.0363144037674,0
0.497,3797.8392618866596,0
0.498,3689.7265542792666,0
0.499,3840.3097964282633,0
0.5,3753.2304954103656,0
0.501,3731.6545043465453,0
0.502,3543.8489571639147,0
0.503,3701.2360638502505,0
0.504,3609.7679884253935,0
0.505,3651.85476729056,0
0.506,3685.043076039443,0
0.507,3654.939304843989,0
0.508,3689.50087082849,0
0.509,3682.4694130611247,0
0.51,3612.6651829636216,0
0.511,3555.524679935553,0
0.512,3630.5706162108827,0
0.513,3643.207314195667,0
0.514,3494.3591916437335,0
0.515,3574.5094256056086,0
0.516,3551.0759709709178,0
0.517,3633.4316052606378,0
0.518,3574.6836979102313,0
0.519,3570.633099367783,0
0.52,3533.785202518445,0
0.521,3518.2582768249445,0
0.522,3518.189180098914,0
0.523,3542.397735230075,0
0.524,3519.650114828028,0
0.525,3533.3750362855462,0
0.526,3598.0728805013987,0
0.527,3642.3755844434545,0
0.528,3677.205211915576,0
0.529,3627.161906450021,0
0.53,3668.6083090034413,0
0.531,3702.485078889616,0
0.532,3697.3429499820973,0
0.533,3740.1788335317733,0
0.534,3812.5843394148906,0
0.535,3782.4320869617072,0
0.536,3782.690507779048,0
0.537,3914.226125088016,0
0.538,3846.8971904772766,0
0.539,3754.3647061357633,0
0.54,3912.7869828330768,0
0.541,3878.1204194344823,0
0.542,3904.303309514461,0
0.543,3913.682275585724,0
0.544,3877.1628133252143,0
0.545,3999.577608981102,0
0.546,3957.4704622136996,0
0.547,3843.8612431686583,0
0.548,3988.009741609834,0
0.549,3917.792614881883,0
0.55,3986.6153105821827,0
0.551,3889.4745261983867,0
0.552,4011.808599572894,0
0.553,3971.483024744373,0
0.554,3826.4701581810023,0
0.555,3875.099835198237,0
0.556,3896.583588162825,0
0.557,3992.6358693725047,0
0.558,3869.835768622193,0
0.559,3974.7135864874526,0
0.56,3864.0945240980363,0
0.561,3837.7306791117603,0
0.562,3823.433370643493,0
0.5630000000000001,3867.6504690624292,0
0.5640000000000001,3888.45107871342,0
0.5650000000000001,3788.3498524009656,0
0.5660000000000001,3790.3372725462978,0
0.5670000000000001,3712.2249012041725,0
0.5680000000000001,3784.759690540719,0
0.5690000000000001,3751.2103008553054,0
0.5700000000000001,3748.5182407830853,0
0.5710000000000001,3607.144432547312,0
0.5720000000000001,3658.0546577708337,0
0.5730000000000001,3657.810004133638,0
0.5740000000000001,3637.1369600260696,0
0.5750000000000001,3598.5078838276827,0
0.5760000000000001,3530.6577548531354,0
0.577,3512.6179381750335,0
0.578,3502.7489503338447,0
0.579,3489.9721160038043,0
0.58,3573.967495819152,0
0.581,3553.324138742049,0
0.582,3481.2932510083633,0
0.583,3522.6931239785627,0
0.584,3533.659942650022,0
0.585,3482.43145786598,0
0.586,3601.458425295678,0
0.587,3514.701518553137,0
0.588,3529.600241262502,0
0.589,3514.247137923384,0
0.59,3595.2605392699897,0
0.591,3524.88867819242,0
0.592,3621.3897057671315,0
0.593,3635.7616538703837,0
0.594,3716.7671719745185,0
0.595,3778.833498911569,0
0.596,3712.1001387913657,0
0.597,3722.558707893073,0
0.598,3736.431110673745,0
0.599,3723.252995463828,0
0.6,3761.449658928954,0
0.601,3843.486985966645,0
0.602,3744.3845774738047,0
0.603,3867.252221594743,0
0.604,3797.2135046202184,0
0.605,3836.311850082948,0
0.606,3861.40032176006,0
0.607,3869.022069441172,0
0.608,3875.6117871657116,0
0.609,3908.6626639483643,0
0.61,4008.5106080285095,0
0.611,3903.3070873923816,0
0.612,3872.1293896942047,0
0.613,3888.2686943739723,0
0.614,3958.117489156263,0
0.615,4042.0771120832305,0
0.616,4032.863285807442,0
0.617,3909.1030900179453,0
0.618,3973.3865178009337,0
0.619,3934.304402469611,0
0.62,3831.0690585434713,0
0.621,3938.742329567924,0
0.622,3941.8608416592565,0
0.623,3957.9702463200415,0
0.624,3920.7167978532357,0
0.625,3878.7914852442636,0
0.626,3874.0876172161434,0
0.627,3894.1874784371316,0
0.628,3785.5642727130257,0
0.629,3885.9198137675407,0
0.63,3752.59600399642,0
0.631,3862.8298489006406,0
0.632,3733.7664019128456,0
0.633,3784.6652356994364,0
0.634,3782.0800891246195,0
0.635,3749.384239017561,0
0.636,3664.0268113610073,0
0.637,3598.5479195858666,0
0.638,3653.9488143365656,0
0.639,3636.149718242623,0
0.64,3654.031136234493,0
0.641,3671.0742428697386,0
0.642,3526.2255621178797,0
0.643,3569.5168687353525,0
0.644,3514.2115846380007,0
0.645,3587.026391540672,0
0.646,3594.308661865151,0
0.647,3539.2079219262732,0
0.648,3577.0144708096013,0
0.649,3581.482688543993,0
0.65,3546.821891600568,0
0.651,3564.8990563119855,0
0.652,3551.3059208756245,0
0.653,3527.5077835411093,0
0.654,3537.4045727375283,0
0.655,3479.5478775028378,0
0.656,3587.818612668544,0
0.657,3627.1555780598246,0
0.658,3503.7932950610407,0
0.659,3593.4223443621136,0
0.66,3698.663069177463,0
0.661,3555.857264135619,0
0.662,3679.0385547953033,0
0.663,3677.374921942232,0
0.664,3645.7612781409116,0
0.665,3785.1473565788547,0
0.666,3788.157486910144,0
0.667,3742.880780459635,0
0.668,3863.7405162020273,0
0.669,3816.752102953925,0
0.67,3890.483625241222,0
0.671,3791.2666185942708,0
0.672,3874.765408706004,0
0.673,3767.3661130792934,0
0.674,3949.5118834896725,0
0.675,3909.4986164632396,0
0.676,3973.1753629637324,0
0.677,3818.695597405709,0
0.678,3893.339706031654,0
0.679,3894.5528276321347,0
0.68,3882.8822960204056,0
0.681,3914.159864745376,0
0.682,3968.9145241757296,0
0.683,3915.0265462924062,0
0.684,4024.168569150216,0
0.685,3945.302110468534,0
0.686,3918.5207847636393,0
0.687,3928.3144636787774,0
0.6880000000000001,3908.4155288016245,0
0.6890000000000001,3805.8155348054547,0
0.6900000000000001,3913.829658011517,0
0.6910000000000001,3964.1854823474164,0
0.6920000000000001,3923.6562298119793,0
0.6930000000000001,3858.694304354212,0
0.6940000000000001,3914.0374789988573,0
0.6950000000000001,3978.9257917987884,0
0.6960000000000001,3821.334694434408,0
0.6970000000000001,3785.5710709705077,0
0.6980000000000001,3738.608318621334,0
0.6990000000000001,3785.5286625466942,0
0.7000000000000001,3748.891792328493,0
0.7010000000000001,3698.0598202781275,0
0.7020000000000001,3762.66366289422,0
0.7030000000000001,3757.359491493202,0
0.704,3666.5997126484617,0
0.705,3671.4039193144977,0
0.706,3709.452355180709,0
0.707,3639.155785602192,0
0.708,3619.575049082143,0
0.709,3572.9056644159955,0
0.71,3599.4235273477448,0
0.711,3594.2608804645147,0
0.712,3513.831608204229,0
0.713,3548.980164979611,0
0.714,3526.564637192397,0
0.715,3606.59909938624,0
0.716,3598.764648844388,0
0.717,3578.376823000012,0
0.718,3571.421313527616,0
0.719,3626.8774297847867,0
0.72,3660.321844787096,0
0.721,3483.5562018305955,0
0.722,3607.787454954216,0
0.723,3573.4404663285054,0
0.724,3646.1386890362655,0
0.725,3575.3382478695025,0
0.726,3677.985663875682,0
0.727,3541.964861804,0
0.728,3656.49929531068,0
0.729,3749.723922090177,0
0.73,3632.8339600465647,0
0.731,3800.4864369887455,0
0.732,3640.7192546830333,0
0.733,3733.1662668623326,0
0.734,3757.85818285509,0
0.735,3700.5117399626465,0
0.736,3705.313425960283,0
0.737,3910.882773760686,0
0.738,3827.5937202053474,0
0.739,3786.5148128126507,0
0.74,3781.896075014986,0
0.741,3908.060181990035,0
0.742,3895.967990557624,0
0.743,3868.204904680459,0
0.744,3904.7487243861037,0
0.745,3834.931533222841,0
0.746,3995.225130499127,0
0.747,3897.4652818924615,0
0.748,3938.233609708066,0
0.749,4005.7597466875973,0
0.75,3958.8804255796404,0
0.751,3957.222836363874,0
0.752,3921.1196569202157,0
0.753,3940.8101888257993,0
0.754,3884.4227206233213,0
0.755,3927.526127158997,0
0.756,3914.471341939051,0
0.757,3970.9349767655485,0
0.758,3887.8699671955733,0
0.759,3888.3844565564436,0
0.76,3850.460637726502,0
0.761,3763.734934722332,0
0.762,3762.3013211190637,0
0.763,3818.8562970552207,0
0.764,3873.916836158782,0
0.765,3765.4919000878544,0
0.766,3772.5796104650426,0
0.767,3788.8706983633656,0
0.768,3732.766518114599,0
0.769,3632.3397138444366,0
0.77,3697.035361145367,0
0.771,3702.891255931783,0
0.772,3597.730436396595,0
0.773,3654.076140522727,0
0.774,3681.8822556398045,0
0.775,3564.908180468428,0
0.776,3603.043619699792,0
0.777,3583.5929647833555,0
0.778,3545.8057714816737,0
0.779,3601.4004605939394,0
0.78,3542.87247608072,0
0.781,3498.610062622259,0
0.782,3536.3039607455253,0
0.783,3545.0269623650433,0
0.784,3539.0130511177276,0
0.785,3546.504700075253,0
0.786,3558.5634174107186,0
0.787,3509.284708095756,0
0.788,3526.2675882221793,0
0.789,3561.4806478009486,0
0.79,3647.558817520879,0
0.791,3584.090549926888,0
0.792,3563.3491082441465,0
0.793,3570.3704276189433,0
0.794,3620.59416753447,0
0.795,3627.2051014977724,0
0.796,3754.8514223050943,0
0.797,3655.882809354313,0
0.798,3731.99840656879,0
0.799,3763.968832151342,0
0.8,3751.284080205236,0
0.801,3796.233633175991,0
0.802,3759.3755532379864,0
0.803,3831.5264325474263,0
0.804,3838.5033642186377,0
0.805,3833.299625653509,0
0.806,3903.111642127381,0
0.807,3842.980226645763,0
0.808,3804.3062290646203,0
0.809,3897.1461883972015,0
0.81,3905.4079288701078,0
0.811,3974.4955529843583,0
0.812,3943.1245693703268,0
0.8130000000000001,4017.2064004374233,0
0.8140000000000001,3925.166598735455,0
0.8150000000000001,3972.353308011202,0
0.8160000000000001,3922.9699692296417,0
0.8170000000000001,3870.723232180872,0
0.8180000000000001,3943.148119359529,0
0.8190000000000001,3987.5760174046363,0
0.8200000000000001,3925.514976440246,0
0.8210000000000001,4006.381545599571,0
0.8220000000000001,3936.506949860222,0
0.8230000000000001,3969.2494804183716,0
0.8240000000000001,3888.8209498782717,0
0.8250000000000001,3885.9840586235864,0
0.8260000000000001,4001.4288015159927,0
0.8270000000000001,3859.650068251022,0
0.8280000000000001,3847.3483568141205,0
0.8290000000000001,3771.5384748389556,0
0.8300000000000001,3783.2376977992226,0
0.8310000000000001,3818.6923482108145,0
0.8320000000000001,3758.310622062551,0
0.833,3799.0278469384757,0
0.834,3686.666795587664,0
0.835,3748.5966027248455,0
0.836,3749.569325688244,0
0.837,3729.6957673154693,0
0.838,3711.2079521275186,0
0.839,3619.372260174641,0
0.84,3653.710399885555,0
0.841,3604.5349804221605,0
0.842,3665.2130413741434,0
0.843,3608.028879485004,0
0.844,3607.29726079944,0
0.845,3580.944904725,0
0.846,3566.042717833783,0
0.847,3681.886817679052,0
0.848,3593.629733136039,0
0.849,3491.8179325412075,0
0.85,3541.9506567761027,0
0.851,3608.727610865802,0
0.852,3592.889073827194,0
0.853,3493.0303697524164,0
0.854,3569.7902763272805,0
0.855,3596.9201041399265,0
0.856,3672.1248111781856,0
0.857,3491.716730010929,0
0.858,3649.7714778308623,0
0.859,3626.0661080624614,0
0.86,3597.09505384157,0
0.861,3668.8176478966707,0
0.862,3650.1971276040967,0
0.863,3696.685152247062,0
0.864,3703.985979780163,0
0.865,3711.336795333551,0
0.866,3708.743137836474,0
0.867,3763.1235614305933,0
0.868,3821.953604876072,0
0.869,3790.858241272956,0
0.87,3821.443841152015,0
0.871,3757.3760140855757,0
0.872,3786.443481787019,0
0.873,3815.8466328240506,0
0.874,3825.6839353978894,0
0.875,3863.3839913408315,0
0.876,3938.6838158021505,0
0.877,3927.2015422128106,0
0.878,3823.8029901475857,0
0.879,3960.8539496036296,0
0.88,3988.1776598453275,0
0.881,3947.1185999699705,0
0.882,3896.5088199441393,0
0.883,3991.3760083912653,0
0.884,4045.5033193140384,0
0.885,3972.6111037819205,0
0.886,3958.7152689570567,0
0.887,3973.0984113615305,0
0.888,3970.649005806732,0
0.889,3959.145085353756,0
0.89,3939.7129743586393,0
0.891,3826.620673706082,0
0.892,3866.137913471519,0
0.893,3830.184986971449,0
0.894,3833.699417069918,0
0.895,3860.202798056414,0
0.896,3943.2907035059993,0
0.897,3832.7407025689877,0
0.898,3791.147400576609,0
0.899,3747.7116481020175,0
0.9,3767.2111387937794,0
0.901,3740.9000001935965,0
0.902,3724.7941395806997,0
0.903,3680.6690522672466,0
0.904,3676.9222579374677,0
0.905,3673.3311731129456,0
0.906,3735.023583830058,0
0.907,3605.76443628734,0
0.908,3571.450489268472,0
0.909,3632.648016113476,0
0.91,3585.9466545267824,0
0.911,3653.5442053774054,0
0.912,3626.516729918459,0
0.913,3577.7956182484913,0
0.914,3535.286606223585,0
0.915,3561.7610343412975,0
0.916,3538.0703222208226,0
0.917,3465.962275579395,0
0.918,3583.1868601758933,0
0.919,3600.8712372145988,0
